collected_at_utc,collected_at_tehran,source,symbol,market,last_price,yesterday_price,price_change,price_change_percent,source_last_update,source_url
2026-08-16T02:00:28.718346+00:00,2026-08-16T05:30:28.718346+03:30,tgju,usd,free,1870050,1870050,,,24 مرداد,https://www.tgju.org/profile/price_dollar_rl
